failure,rawReadErrorRate,spinUpTime,startStopCount,reallocatedSectors,seekErrorRate,powerOnHours,spinRetryCount,powerCycleCount,reportedUncorrect,loadCycleCount,temperature,pendingSectors,offlineUncorrectable,crcErrorCount,brand_HGST,brand_Other,brand_Seagate,brand_Toshiba,brand_WD
0,0.0,7946.0,8.0,0.0,0.0,20201.0,0.0,8.0,0.0,42.0,39.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,8017.0,18.0,0.0,0.0,17921.0,0.0,18.0,0.0,812.0,26.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,347.0,15.0,0.0,0.0,16224.0,0.0,15.0,0.0,1318.0,28.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,7915.0,12.0,0.0,0.0,17624.0,0.0,12.0,0.0,510.0,40.0,0.0,0.0,0.0,0,0,0,1,0
0,13748024.0,0.0,4.0,0.0,24404760.0,6506.0,0.0,4.0,0.0,342.0,41.0,0.0,0.0,0.0,0,0,1,0,0
0,8031352.0,0.0,7.0,0.0,557432348.0,30451.0,0.0,7.0,0.0,2544.0,29.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,0.0,9.0,0.0,0.0,31964.0,0.0,9.0,0.0,1235.0,31.0,0.0,0.0,0.0,1,0,0,0,0
1,115136112.0,0.0,28.0,8.0,4151112937.0,72136.0,0.0,27.0,30.0,73053.0,36.0,16.0,16.0,0.0,0,0,1,0,0
0,0.0,367.0,11.0,0.0,0.0,4501.0,0.0,11.0,0.0,666.0,33.0,0.0,0.0,0.0,0,0,0,0,1
0,220639584.0,0.0,4.0,0.0,535512632.0,26921.0,0.0,4.0,0.0,31675.0,20.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,345.0,9.0,0.0,0.0,9969.0,0.0,9.0,0.0,565.0,33.0,0.0,0.0,0.0,0,0,0,0,1
0,235853696.0,0.0,9.0,0.0,975253741.0,39592.0,0.0,9.0,0.0,2146.0,31.0,0.0,0.0,0.0,0,0,1,0,0
0,236938808.0,0.0,13.0,0.0,777733046.0,28394.0,0.0,13.0,0.0,1255.0,36.0,0.0,0.0,0.0,0,0,1,0,0
0,184104656.0,0.0,6.0,0.0,301329686.0,18510.0,0.0,6.0,0.0,5913.0,37.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,347.0,8.0,0.0,0.0,18745.0,0.0,8.0,0.0,1999.0,35.0,0.0,0.0,0.0,0,0,0,0,1
0,210761408.0,0.0,8.0,0.0,377181387.0,26571.0,0.0,8.0,0.0,3462.0,35.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,407.0,35.0,0.0,0.0,50525.0,0.0,35.0,0.0,1930.0,33.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,352.0,7.0,0.0,0.0,6322.0,0.0,7.0,0.0,918.0,27.0,0.0,0.0,0.0,0,0,0,0,1
0,91258064.0,0.0,6.0,0.0,754069698.0,31605.0,0.0,6.0,0.0,1586.0,27.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,350.0,8.0,0.0,0.0,1882.0,0.0,8.0,0.0,121.0,38.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,8021.0,4.0,0.0,0.0,36620.0,0.0,4.0,0.0,96.0,29.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7963.0,3.0,0.0,0.0,35031.0,0.0,3.0,0.0,10.0,34.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7736.0,6.0,0.0,0.0,32974.0,0.0,6.0,0.0,151.0,29.0,0.0,0.0,0.0,0,0,0,1,0
0,134728264.0,0.0,23.0,0.0,2237825404.0,70251.0,0.0,23.0,0.0,86694.0,26.0,0.0,0.0,0.0,0,0,1,0,0
0,57780584.0,0.0,16.0,0.0,49596384.0,36400.0,0.0,16.0,0.0,2880.0,37.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,8003.0,11.0,0.0,0.0,17455.0,0.0,11.0,0.0,485.0,33.0,0.0,0.0,0.0,0,0,0,1,0
0,1911872.0,0.0,26.0,0.0,534572844.0,34597.0,0.0,24.0,0.0,2333.0,27.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,7904.0,10.0,0.0,0.0,5381.0,0.0,10.0,0.0,20.0,37.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,222.0,8.0,0.0,0.0,150.0,0.0,8.0,0.0,35.0,36.0,0.0,0.0,0.0,0,0,0,0,1
1,0.0,416.0,16.0,58.0,0.0,48862.0,0.0,15.0,0.0,1837.0,37.0,41.0,38.0,0.0,1,0,0,0,0
0,0.0,345.0,21.0,0.0,0.0,30095.0,0.0,21.0,0.0,1342.0,37.0,0.0,0.0,0.0,0,0,0,0,1
0,184392096.0,0.0,6.0,0.0,860822474.0,31610.0,0.0,6.0,0.0,1658.0,28.0,0.0,0.0,0.0,0,0,1,0,0
0,207138976.0,0.0,6.0,0.0,44343365.0,35484.0,0.0,6.0,0.0,1645.0,26.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,345.0,14.0,0.0,0.0,15528.0,0.0,14.0,0.0,1298.0,38.0,0.0,0.0,0.0,0,0,0,0,1
0,236558296.0,0.0,4.0,0.0,381757980.0,29406.0,0.0,4.0,0.0,1465.0,22.0,0.0,0.0,0.0,0,0,1,0,0
0,131261952.0,0.0,4.0,0.0,539421785.0,26498.0,0.0,4.0,0.0,48287.0,21.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,406.0,117.0,0.0,0.0,40082.0,0.0,117.0,0.0,1281.0,29.0,0.0,0.0,0.0,1,0,0,0,0
0,133436768.0,0.0,6.0,0.0,855753417.0,23183.0,0.0,6.0,0.0,1831.0,37.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,6613.0,8.0,0.0,0.0,9587.0,0.0,8.0,0.0,18.0,35.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,345.0,7.0,0.0,0.0,19322.0,0.0,7.0,0.0,6706.0,34.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,7933.0,10.0,0.0,0.0,11615.0,0.0,10.0,0.0,88.0,24.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,348.0,13.0,0.0,0.0,6502.0,0.0,13.0,0.0,287.0,44.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,9728.0,15.0,0.0,0.0,2185.0,0.0,15.0,0.0,26.0,34.0,0.0,0.0,0.0,0,0,0,1,0
0,72588600.0,0.0,5.0,0.0,564242828.0,19250.0,0.0,5.0,0.0,5992.0,37.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,0.0,8.0,0.0,0.0,47650.0,0.0,8.0,0.0,1826.0,32.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,35247.0,0.0,8.0,0.0,0.0,32.0,0.0,0.0,0.0,0,0,1,0,0
0,376072.0,0.0,25.0,0.0,550609767.0,44402.0,0.0,25.0,0.0,2325.0,31.0,0.0,0.0,0.0,0,0,1,0,0
0,64866304.0,0.0,3.0,0.0,180593389.0,5931.0,0.0,3.0,0.0,367.0,32.0,0.0,0.0,0.0,0,0,1,0,0
1,0.0,0.0,9.0,1.0,0.0,31861.0,0.0,7.0,0.0,1253.0,28.0,1.0,0.0,0.0,1,0,0,0,0
0,184145392.0,0.0,17.0,0.0,373389021.0,37992.0,0.0,17.0,0.0,2358.0,22.0,0.0,0.0,0.0,0,0,1,0,0
0,229541712.0,0.0,13.0,0.0,799486463.0,37563.0,0.0,13.0,0.0,2899.0,27.0,0.0,0.0,0.0,0,0,1,0,0
0,1654576.0,0.0,6.0,0.0,51495051.0,14384.0,0.0,6.0,0.0,5180.0,33.0,0.0,0.0,0.0,0,0,1,0,0
1,234088850.0,0.0,13.0,3184.0,320326755.0,41301.0,0.0,11.0,94.0,3408.0,30.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,0.0,4.0,0.0,0.0,28946.0,0.0,4.0,0.0,945.0,30.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,8066.0,1.0,0.0,0.0,23174.0,0.0,1.0,0.0,2.0,39.0,0.0,0.0,0.0,0,0,0,1,0
0,132491536.0,0.0,2.0,0.0,224791160.0,24905.0,0.0,2.0,0.0,4947.0,39.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,7063.0,16.0,0.0,0.0,20917.0,0.0,16.0,0.0,1188.0,28.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,0.0,3.0,0.0,0.0,73946.0,0.0,3.0,0.0,3.0,30.0,0.0,0.0,0.0,1,0,0,0,0
0,81572536.0,0.0,14.0,0.0,482697163.0,32353.0,0.0,13.0,0.0,1906.0,34.0,0.0,0.0,0.0,0,0,1,0,0
0,51249280.0,0.0,6.0,0.0,999232729.0,35736.0,0.0,6.0,0.0,1729.0,27.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,347.0,10.0,0.0,0.0,15239.0,0.0,10.0,0.0,916.0,37.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,0.0,0.0,0.0,0.0,43368.0,0.0,23.0,0.0,0.0,32.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,8145.0,14.0,0.0,0.0,19602.0,0.0,14.0,0.0,51.0,33.0,0.0,0.0,0.0,0,0,0,1,0
0,41156584.0,0.0,18.0,8.0,2016796099.0,70263.0,0.0,18.0,0.0,80863.0,41.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,0.0,6.0,0.0,0.0,36545.0,0.0,6.0,0.0,1289.0,29.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,8356.0,12.0,0.0,0.0,11781.0,0.0,12.0,0.0,34.0,40.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7761.0,2.0,0.0,0.0,15151.0,0.0,2.0,0.0,2.0,34.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7904.0,6.0,0.0,0.0,33177.0,0.0,6.0,0.0,16.0,26.0,0.0,0.0,0.0,0,0,0,1,0
0,164207736.0,0.0,9.0,0.0,714143469.0,43288.0,0.0,9.0,0.0,10576.0,32.0,0.0,0.0,0.0,0,0,1,0,0
0,110106400.0,0.0,18.0,0.0,894954003.0,65415.0,0.0,18.0,0.0,26409.0,39.0,0.0,0.0,0.0,0,0,1,0,0
0,132505256.0,0.0,4.0,0.0,535574664.0,27090.0,0.0,4.0,0.0,30702.0,25.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,8113.0,8.0,0.0,0.0,12648.0,0.0,8.0,0.0,20.0,30.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7839.0,6.0,0.0,0.0,32186.0,0.0,6.0,0.0,177.0,33.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7913.0,9.0,0.0,0.0,17661.0,0.0,9.0,0.0,166.0,31.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,337.0,9.0,0.0,0.0,20102.0,0.0,9.0,0.0,6584.0,35.0,0.0,0.0,0.0,0,0,0,0,1
0,68323560.0,0.0,11.0,0.0,64839471.0,39455.0,0.0,9.0,0.0,2153.0,29.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,355.0,11.0,0.0,0.0,5694.0,0.0,11.0,0.0,283.0,34.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,7951.0,10.0,0.0,0.0,40992.0,0.0,10.0,0.0,67.0,33.0,0.0,0.0,0.0,0,0,0,1,0
0,179627560.0,0.0,10.0,16.0,2013743809.0,70730.0,0.0,10.0,0.0,88547.0,38.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,7854.0,10.0,0.0,0.0,31671.0,0.0,10.0,0.0,26.0,28.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,8059.0,3.0,0.0,0.0,38266.0,0.0,3.0,0.0,210.0,35.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7895.0,2.0,0.0,0.0,3224.0,0.0,2.0,0.0,2.0,33.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,8025.0,11.0,0.0,0.0,11019.0,0.0,11.0,0.0,106.0,32.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7728.0,6.0,0.0,0.0,36869.0,0.0,6.0,0.0,176.0,34.0,0.0,0.0,0.0,0,0,0,1,0
0,165544392.0,0.0,17.0,0.0,116535568.0,43439.0,0.0,16.0,0.0,2223.0,27.0,0.0,0.0,0.0,0,0,1,0,0
0,84973304.0,0.0,5.0,0.0,228640453.0,30545.0,0.0,5.0,0.0,2117.0,38.0,0.0,0.0,0.0,0,0,1,0,0
0,41090152.0,0.0,3.0,0.0,200186451.0,6844.0,0.0,3.0,0.0,493.0,25.0,0.0,0.0,0.0,0,0,1,0,0
0,26767760.0,0.0,14.0,0.0,3455514232.0,74425.0,0.0,13.0,0.0,40907.0,29.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,345.0,7.0,0.0,0.0,6502.0,0.0,7.0,0.0,298.0,36.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,7811.0,8.0,0.0,0.0,38123.0,0.0,7.0,0.0,140.0,26.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7177.0,20.0,0.0,0.0,21359.0,0.0,20.0,0.0,59.0,28.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,2597.0,104.0,0.0,0.0,32270.0,0.0,104.0,0.0,120.0,24.0,0.0,0.0,0.0,0,0,0,1,0
0,123408416.0,0.0,7.0,0.0,708278791.0,73560.0,0.0,7.0,0.0,447.0,32.0,0.0,0.0,0.0,0,0,1,0,0
0,27258416.0,0.0,2.0,0.0,833041385.0,22831.0,0.0,2.0,0.0,24439.0,30.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,4119.0,5.0,0.0,0.0,33300.0,0.0,5.0,0.0,112.0,32.0,0.0,0.0,0.0,0,0,0,1,0
1,0.0,409.0,14.0,0.0,0.0,29200.0,0.0,13.0,0.0,1879.0,28.0,32.0,0.0,0.0,1,0,0,0,0
0,141612592.0,0.0,3.0,8.0,502785076.0,30247.0,0.0,3.0,0.0,3945.0,35.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,332.0,5.0,0.0,0.0,11633.0,0.0,5.0,0.0,1212.0,39.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,7789.0,11.0,0.0,0.0,31514.0,0.0,11.0,0.0,18.0,29.0,0.0,0.0,0.0,0,0,0,1,0
1,0.0,7884.0,1.0,0.0,0.0,889.0,0.0,1.0,0.0,1.0,27.0,6.0,6.0,0.0,0,0,0,1,0
0,0.0,7849.0,10.0,0.0,0.0,28940.0,0.0,10.0,0.0,81.0,33.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,0.0,5.0,0.0,0.0,31437.0,0.0,5.0,0.0,1165.0,32.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,8172.0,12.0,0.0,0.0,8564.0,0.0,12.0,0.0,27.0,32.0,0.0,0.0,0.0,0,0,0,1,0
0,222069904.0,0.0,4.0,0.0,967202112.0,24477.0,0.0,4.0,0.0,4920.0,34.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,352.0,11.0,0.0,0.0,12183.0,0.0,11.0,0.0,707.0,43.0,0.0,0.0,0.0,0,0,0,0,1
0,130333672.0,0.0,39.0,0.0,1922576635.0,67995.0,0.0,39.0,0.0,83849.0,34.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,3229.0,10.0,0.0,0.0,9842.0,0.0,10.0,0.0,18.0,34.0,0.0,0.0,0.0,0,0,0,1,0
0,93430872.0,0.0,13.0,0.0,921392062.0,30661.0,0.0,13.0,0.0,3270.0,35.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,340.0,8.0,0.0,0.0,24851.0,0.0,8.0,0.0,1554.0,38.0,0.0,0.0,0.0,0,0,0,0,1
0,79556424.0,0.0,1.0,0.0,104780691.0,14834.0,0.0,1.0,0.0,27229.0,33.0,0.0,0.0,0.0,0,0,1,0,0
0,50015088.0,0.0,8.0,0.0,706408773.0,40295.0,0.0,8.0,0.0,2092.0,32.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,327.0,15.0,0.0,0.0,20078.0,0.0,15.0,0.0,3105.0,39.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,8188.0,23.0,0.0,0.0,27208.0,0.0,23.0,0.0,997.0,33.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,355.0,9.0,0.0,0.0,4577.0,0.0,9.0,0.0,383.0,41.0,0.0,0.0,0.0,0,0,0,0,1
0,220365136.0,0.0,31.0,0.0,603434806.0,63936.0,0.0,31.0,0.0,94939.0,45.0,0.0,0.0,0.0,0,0,1,0,0
0,129346936.0,0.0,18.0,0.0,155805165.0,24067.0,0.0,18.0,0.0,4061.0,38.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,7815.0,11.0,0.0,0.0,10424.0,0.0,11.0,0.0,21.0,34.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7811.0,11.0,0.0,0.0,32229.0,0.0,11.0,0.0,183.0,28.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,377.0,45.0,0.0,0.0,50504.0,0.0,45.0,0.0,1970.0,31.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,350.0,9.0,0.0,0.0,4257.0,0.0,9.0,0.0,643.0,41.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,7982.0,4.0,0.0,0.0,34265.0,0.0,4.0,0.0,12.0,28.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,327.0,16.0,0.0,0.0,9902.0,0.0,16.0,0.0,688.0,33.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,8160.0,42.0,0.0,0.0,27578.0,0.0,42.0,0.0,838.0,36.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,345.0,9.0,0.0,0.0,1953.0,0.0,9.0,0.0,120.0,33.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,0.0,2.0,0.0,0.0,1204.0,0.0,2.0,0.0,36.0,32.0,0.0,0.0,0.0,1,0,0,0,0
0,134078576.0,0.0,21.0,0.0,293109144.0,45859.0,0.0,21.0,2.0,2296.0,26.0,0.0,0.0,0.0,0,0,1,0,0
0,206768744.0,0.0,3.0,0.0,539939610.0,3531.0,0.0,3.0,0.0,149.0,34.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,7922.0,7.0,0.0,0.0,34890.0,0.0,7.0,0.0,23.0,29.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,0.0,7.0,0.0,0.0,31302.0,0.0,7.0,0.0,1159.0,28.0,0.0,0.0,0.0,1,0,0,0,0
0,57456096.0,0.0,3.0,0.0,599577036.0,29732.0,0.0,3.0,0.0,1412.0,39.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,408.0,53.0,0.0,0.0,52994.0,0.0,53.0,0.0,2070.0,31.0,0.0,0.0,0.0,1,0,0,0,0
1,0.0,76.0,2.0,8.0,0.0,33552.0,0.0,2.0,0.0,959.0,30.0,96.0,2.0,0.0,0,0,0,0,1
0,0.0,7847.0,12.0,0.0,0.0,20546.0,0.0,12.0,0.0,387.0,30.0,0.0,0.0,0.0,0,0,0,1,0
1,0.0,5909.0,11.0,0.0,0.0,30421.0,0.0,11.0,0.0,258.0,27.0,0.0,35.0,0.0,0,0,0,1,0
0,0.0,7709.0,5.0,0.0,0.0,28352.0,0.0,5.0,0.0,38.0,26.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,8061.0,11.0,0.0,0.0,26563.0,0.0,11.0,0.0,264.0,36.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,408.0,13.0,0.0,0.0,48497.0,0.0,13.0,0.0,2244.0,42.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,326.0,13.0,0.0,0.0,20785.0,0.0,13.0,0.0,3114.0,35.0,0.0,0.0,0.0,0,0,0,0,1
0,185141328.0,0.0,4.0,0.0,564861319.0,26568.0,0.0,4.0,0.0,28459.0,23.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,7750.0,9.0,0.0,0.0,40306.0,0.0,9.0,0.0,534.0,34.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,352.0,22.0,0.0,0.0,13214.0,0.0,22.0,0.0,759.0,39.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,0.0,6.0,0.0,0.0,48832.0,0.0,6.0,0.0,1793.0,28.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,7751.0,6.0,0.0,0.0,32785.0,0.0,6.0,0.0,115.0,34.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,330.0,12.0,0.0,0.0,9099.0,0.0,12.0,0.0,6046.0,31.0,0.0,0.0,0.0,0,0,0,0,1
0,127388048.0,0.0,26.0,0.0,141155282.0,33515.0,0.0,24.0,3.0,2294.0,35.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,0.0,5.0,0.0,0.0,49709.0,0.0,5.0,0.0,1858.0,29.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,28199.0,0.0,8.0,0.0,955.0,30.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,332.0,18.0,0.0,0.0,16926.0,0.0,18.0,0.0,984.0,29.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,0.0,0.0,0.0,0.0,21828.0,0.0,7.0,0.0,0.0,33.0,0.0,0.0,0.0,0,1,0,0,0
0,0.0,7882.0,45.0,0.0,0.0,38201.0,0.0,45.0,0.0,61.0,39.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,0.0,5.0,0.0,0.0,30069.0,0.0,5.0,0.0,1081.0,29.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,7726.0,1.0,0.0,0.0,1395.0,0.0,1.0,0.0,16.0,29.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7975.0,10.0,0.0,0.0,9856.0,0.0,10.0,0.0,24.0,36.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,8278.0,11.0,0.0,0.0,10953.0,0.0,11.0,0.0,25.0,31.0,0.0,0.0,0.0,0,0,0,1,0
0,232345000.0,0.0,6.0,0.0,725085035.0,26711.0,0.0,6.0,0.0,1222.0,36.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,404.0,18.0,0.0,0.0,30946.0,0.0,17.0,0.0,1098.0,28.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,8195.0,5.0,0.0,0.0,22943.0,0.0,5.0,0.0,940.0,38.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,7866.0,12.0,0.0,0.0,29956.0,0.0,12.0,0.0,18.0,37.0,0.0,0.0,0.0,0,0,0,1,0
0,238777560.0,0.0,4.0,0.0,402799170.0,29251.0,0.0,4.0,0.0,2296.0,26.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,8118.0,7.0,0.0,0.0,9987.0,0.0,7.0,0.0,17.0,34.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,8144.0,10.0,0.0,0.0,10528.0,0.0,10.0,0.0,21.0,38.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,362.0,14.0,0.0,0.0,4478.0,0.0,14.0,0.0,233.0,31.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,0.0,5.0,0.0,0.0,32081.0,0.0,5.0,0.0,1217.0,33.0,0.0,0.0,0.0,1,0,0,0,0
0,78762168.0,0.0,16.0,0.0,769953352.0,44700.0,0.0,16.0,0.0,2508.0,32.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,0.0,7.0,0.0,0.0,28835.0,0.0,7.0,0.0,7662.0,30.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,543.0,10.0,0.0,0.0,64219.0,0.0,9.0,0.0,243.0,30.0,0.0,0.0,0.0,1,0,0,0,0
0,0.0,7973.0,3.0,0.0,0.0,33029.0,0.0,3.0,0.0,135.0,31.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,352.0,16.0,0.0,0.0,18708.0,0.0,16.0,0.0,4650.0,36.0,0.0,0.0,0.0,0,0,0,0,1
0,241223712.0,0.0,9.0,0.0,999253577.0,30317.0,0.0,9.0,0.0,4347.0,30.0,0.0,0.0,0.0,0,0,1,0,0
0,143063720.0,0.0,21.0,0.0,915228000.0,43903.0,0.0,21.0,0.0,11032.0,31.0,0.0,0.0,0.0,0,0,1,0,0
0,48311736.0,0.0,8.0,0.0,243317882.0,39050.0,0.0,8.0,0.0,2066.0,35.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,8392.0,14.0,0.0,0.0,9071.0,0.0,14.0,0.0,30.0,26.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,347.0,45.0,0.0,0.0,4998.0,0.0,45.0,0.0,905.0,37.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,7927.0,9.0,0.0,0.0,12280.0,0.0,9.0,0.0,20.0,32.0,0.0,0.0,0.0,0,0,0,1,0
1,0.0,8100.0,17.0,8383.0,0.0,26410.0,0.0,17.0,0.0,866.0,25.0,132.0,0.0,0.0,0,0,0,1,0
1,103333888.0,0.0,15.0,40.0,503371775.0,67800.0,0.0,15.0,6.0,83340.0,35.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,7992.0,10.0,0.0,0.0,34642.0,0.0,10.0,0.0,14.0,33.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,8313.0,9.0,0.0,0.0,6534.0,0.0,9.0,0.0,20.0,26.0,0.0,0.0,0.0,0,0,0,1,0
1,0.0,357.0,11.0,0.0,0.0,1270.0,0.0,11.0,0.0,164.0,33.0,88.0,0.0,0.0,0,0,0,0,1
0,0.0,332.0,21.0,0.0,0.0,15492.0,0.0,21.0,0.0,945.0,43.0,0.0,0.0,0.0,0,0,0,0,1
0,213907840.0,0.0,3.0,0.0,345277801.0,18911.0,0.0,3.0,0.0,5973.0,30.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,9434.0,13.0,0.0,0.0,3821.0,0.0,13.0,0.0,19.0,27.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,286.0,8.0,0.0,0.0,1712.0,0.0,8.0,0.0,78.0,39.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,8212.0,18.0,0.0,0.0,26437.0,0.0,18.0,0.0,815.0,28.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,0.0,9.0,0.0,0.0,46191.0,0.0,9.0,0.0,1693.0,32.0,0.0,0.0,0.0,1,0,0,0,0
1,0.0,7916.0,12.0,1.0,0.0,31793.0,0.0,12.0,0.0,184.0,35.0,16.0,0.0,0.0,0,0,0,1,0
0,0.0,322.0,12.0,0.0,0.0,24513.0,0.0,12.0,0.0,1099.0,32.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,8053.0,34.0,0.0,0.0,19600.0,0.0,34.0,0.0,74.0,36.0,0.0,0.0,0.0,0,0,0,1,0
0,173855744.0,0.0,8.0,0.0,31382045.0,39097.0,0.0,8.0,3.0,2101.0,33.0,0.0,0.0,0.0,0,0,1,0,0
0,41911688.0,0.0,4.0,0.0,660794591.0,26642.0,0.0,4.0,0.0,3483.0,32.0,0.0,0.0,0.0,0,0,1,0,0
0,0.0,368.0,9.0,0.0,0.0,3373.0,0.0,9.0,0.0,594.0,39.0,0.0,0.0,0.0,0,0,0,0,1
0,0.0,0.0,7.0,0.0,0.0,48160.0,0.0,7.0,0.0,1773.0,27.0,30.0,0.0,0.0,1,0,0,0,0
0,0.0,7799.0,4.0,0.0,0.0,37625.0,0.0,4.0,0.0,86.0,33.0,0.0,0.0,0.0,0,0,0,1,0
0,0.0,335.0,24.0,0.0,0.0,21026.0,0.0,24.0,0.0,2861.0,37.0,0.0,0.0,0.0,0,0,0,0,1
